"","Name","EC","EC_all","EC_bin","EC_cat","Blue","Green","Red","NIR","SWIR1","SWIR2","NDVI","NDWI","NDSI1","NDSI2","SI1","SI2","SI3","SI4","SI5","SAVI","VSSI","NBR","NBG","NBNIR","NBSWIR1","NBSWIR2","NRSWIR1","NRSWIR2","NGSWIR1","NGSWIR2","NNIRSWIR1","NNIRSWIR2"
"75",46,2470,2470,1,1,0.083855003,0.120678,0.119934998,0.219705001,0.194075003,0.152632996,-0.00308795454184064,-0.290928162420191,0.119529999652532,-0.293752217918244,0.170139893702976,0.120305925409532,0.100285340988078,0.21835229996789,0.699170420630682,0.6092300015,-1.456843995,-0.177044971897321,-0.180034500349071,-0.447522717782017,-0.396574668515641,-0.29083079602699,-0.236107145517317,-0.119962720201111,-0.2331892064585,-0.116918076724582,0.0619411227034548,0.180137416917995
"76",51,1520,1520,0,1,0.086467497,0.115644999,0.116333,0.210464999,0.205019996,0.155575007,0.00296580280442891,-0.290760788020979,0.13712056070838,-0.288043376299865,0.164033937594359,0.115988489380054,0.100294682453762,0.211717107876554,0.743275742910438,0.5843289975,-1.402699997,-0.147265432983628,-0.144362682058016,-0.417594920294611,-0.406715560176711,-0.285518075783913,-0.275979988062722,-0.14432089526514,-0.278717659843102,-0.14722368231199,0.0131051736296759,0.149956264616606
"77",52,1960,1960,1,1,0.0806925,0.111079998,0.114215001,0.162862003,0.157087997,0.116388001,0.0139151024830338,-0.189025431700778,0.148824746221422,-0.175572138061663,0.159323044187305,0.11263659300001,0.0960015310721267,0.167458445898667,0.706496513535906,0.464262508,-1.163225024,-0.171991846532371,-0.158455974224208,-0.337376242228624,-0.321285799146092,-0.181121424082436,-0.158026252256895,-0.00942312103985536,-0.171564093619748,-0.0233351637299979,0.0180465885294577,0.166424355718183
"78",53,2170,2170,1,1,0.079647496,0.112894997,0.114875004,0.177987993,0.200207993,0.157059997,0.00869301045487551,-0.223777251464584,0.120772073647012,-0.21550345945548,0.161063797582294,0.113880697363315,0.0956530523380722,0.181109632412028,0.693340528632321,0.5024074845,-1.238524991,-0.181097343494968,-0.172676173877109,-0.381704001190612,-0.430795541766201,-0.327038658636801,-0.270827019586842,-0.155128956717124,-0.278863501111887,-0.163601344600426,-0.0587526066445348,0.0624626818385032
"79",63,1840,1840,0,1,0.083965003,0.110186003,0.112359002,0.209749997,0.218619004,0.157664999,0.00976431261622787,-0.311199721194239,0.161989360467179,-0.302354157450907,0.157370583615719,0.111267197913172,0.0971299332853009,0.213886516352018,0.747292175129857,0.5805544935,-1.390172989,-0.144628258780683,-0.135054669765657,-0.428255261052381,-0.445013609063615,-0.305011775814164,-0.321048529127945,-0.167785074038659,-0.329779044392715,-0.177258982215792,-0.0207041288685593,0.141760675440694
"80",64,1880,1880,0,1,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"81",65,1540,1540,0,1,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"82",66,1420,1420,0,1,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"83",67,2130,2130,1,1,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"84",68,1950,1950,1,1,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"85",69,2010,2010,1,1,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"86",70,1200,1200,0,0,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"87",73,1820,1820,0,1,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"88",74,1310,1310,0,0,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"89",75,1640,1640,0,1,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"90",62,2550,2550,1,1,0.067698702,0.099791303,0.095528796,0.160209,0.152164996,0.113609999,-0.0218231867678912,-0.23237548688549,0.145066306933803,-0.252916092230653,0.138145050652014,0.0976367913588991,0.0804187508782796,0.153365798604353,0.708673246546518,0.448286898,-1.079106374,-0.170498808969062,-0.191609051537135,-0.405911240331843,-0.384175717812224,-0.253221697286332,-0.22865409561819,-0.0864555186903511,-0.207868162883278,-0.0647545065118675,0.0257511960118473,0.170181766678652
"91",71,2460,2460,1,1,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,14140.7214101686,9999,9999,-9999,1,-29997,79992,0,0,0,0,0,0,0,0,0,0,0
"92",72,2840,2840,1,1,0.085546203,0.115465999,0.120554,0.175690994,0.217574,0.178469002,0.0215574994557982,-0.206847152731791,0.0987392727621027,-0.186119580471291,0.166930116638874,0.117982575168734,0.101552631460056,0.183432805103743,0.709608996798115,0.499504485,-1.250292972,-0.169858139343997,-0.148845670572774,-0.345068742258783,-0.435562511813177,-0.351960028211254,-0.286932759191785,-0.193680759047426,-0.306593806469475,-0.214343316670885,-0.10650072251282,-0.00784393503324977
