,Name,EC,pH,Blue_R,Red_R,Green_R,NIR_R,SWIR1_R,SWIR2_R,EC_all,EC_bin,EC_cat,NBR,NBG,NBNIR,NBSWIR1,NBSWIR2,NDVI,NDSI2,NRSWIR1,NRSWIR2,NDWI,NGSWIR1,NGSWIR2,NNIRSWIR1,NNIRSWIR2,NDSI1,SI1,SI2,SI3,SI4,SI5,SAVI,VSSI
91,T-S36_20240220,5005,6.68,0.054155,0.1200175,0.1026375,0.1927,0.2577925,0.1738625,5005,1,2,-0.37814523,-0.309214408,-0.561240404,-0.65279414,-0.524992599,0.078057982,-0.232422234,-0.364667425,-0.183221043,-0.304947729,-0.430471936,-0.257594937,-0.144491862,0.051389599,0.194437688,0.157919779,0.11098782,0.080619772,0.225330627,0.451225863,0.54175875,-1.3583125
92,T-S37_20240220,2445,6.28,0.058005,0.0985675,0.09216,0.2352425,0.2699475,0.1669325,2445,1,1,-0.259065289,-0.227449805,-0.604395604,-0.646259748,-0.484256738,0.033595051,-0.409439502,-0.465055697,-0.257495292,-0.437023236,-0.490979889,-0.288593842,-0.068696926,0.169851433,0.235797015,0.134940793,0.09530992,0.075613543,0.251597929,0.588479976,0.63739,-1.48473
93,T-S38_20240220,5745,6.9,0.0661175,0.1062675,0.0973575,0.17895,0.2181925,0.1596725,5745,1,2,-0.232908896,-0.191099557,-0.460413968,-0.534891492,-0.414345188,0.043756906,-0.254831839,-0.344957776,-0.200815974,-0.295296002,-0.382934559,-0.242442516,-0.098812139,0.056929176,0.154870126,0.144122394,0.101714985,0.083822082,0.195327213,0.622179876,0.50050875,-1.2313725
94,T-S39_20240220,1986,5.08,0.0623775,0.10536,0.0963125,0.2197875,0.24473,0.1596175,1986,1,1,-0.256248603,-0.213844603,-0.557865079,-0.593774167,-0.438027884,0.044862339,-0.351924896,-0.398097632,-0.204762669,-0.390620057,-0.435187697,-0.247352792,-0.053695501,0.158590424,0.210493449,0.142747425,0.100734726,0.081068449,0.240434118,0.592041572,0.60214875,-1.4331125
95,T-S40_20240220,5563,4.68,0.0762375,0.133245,0.115645,0.205185,0.2703875,0.2099975,5563,1,2,-0.272134904,-0.20537308,-0.458198971,-0.560115398,-0.467308331,0.07071397,-0.212569808,-0.339770707,-0.22361013,-0.279088614,-0.400853555,-0.289742586,-0.137103176,-0.011591288,0.125711669,0.176431279,0.124133469,0.100788222,0.236412083,0.572160306,0.579585,-1.46086
97,T-S42_20240220,5648,6.81,0.079675,0.14496,0.12549,0.20777,0.294725,0.217175,5648,1,2,-0.290627017,-0.223308069,-0.445633078,-0.574385684,-0.463196901,0.071991126,-0.178068211,-0.340618852,-0.199414583,-0.246894317,-0.402734315,-0.267564531,-0.173046498,-0.022132276,0.151494433,0.191731953,0.134874128,0.107469475,0.240005891,0.549634382,0.591905,-1.51267
98,T-S43_20240220,1133,6.05,0.075935,0.1171025,0.10151,0.198255,0.2522375,0.177025,1133,0,0,-0.213261672,-0.144129167,-0.446114009,-0.537225087,-0.3996284,0.071324833,-0.257334929,-0.365882385,-0.203729675,-0.322736143,-0.426087817,-0.271114941,-0.119829964,0.056571094,0.175213302,0.154975081,0.109027862,0.094298347,0.22870807,0.648449008,0.55418875,-1.3737675
99,T-S44_20240220,732.1,5.09,0.03892,0.05597,0.065155,0.1884925,0.1227125,0.07038,732.1,0,0,-0.179681737,-0.252077828,-0.657714506,-0.518413685,-0.287831656,-0.075830753,-0.542097459,-0.373525667,-0.114048279,-0.486255532,-0.306372843,-0.038550928,0.211371925,0.456257424,0.271022955,0.085894208,0.060388123,0.046672823,0.161920424,0.695372521,0.49921625,-1.0920025
100,T-S45_20240306,190.8,5.34,0.06565,0.1136375,0.1019225,0.21415,0.2624125,0.1998225,190.8,0,0,-0.267656697,-0.216458548,-0.53073624,-0.599771385,-0.505410165,0.054346818,-0.30663921,-0.395625582,-0.274947362,-0.355068853,-0.440501187,-0.324446138,-0.101272131,0.034609787,0.135407314,0.15264887,0.107620714,0.086373039,0.23876446,0.577714223,0.59219375,-1.4350925
101,T-S46_20240306,547.2,4.66,0.06378,0.10459,0.095955,0.2398625,0.2754475,0.179445,547.2,0,0,-0.242382847,-0.201427364,-0.579900706,-0.623969165,-0.475547333,0.043057668,-0.392717428,-0.449580633,-0.263541465,-0.428528888,-0.483282961,-0.303159041,-0.06905552,0.144088765,0.211044368,0.141938121,0.100179506,0.081674661,0.26144775,0.609809733,0.65195125,-1.5303525
102,T-S47_20240306,229.8,5.74,0.0631475,0.0977975,0.0919125,0.2091175,0.22779,0.1631375,229.8,0,0,-0.215290938,-0.185508835,-0.536132077,-0.56590333,-0.441876395,0.031021032,-0.362706287,-0.399255193,-0.25040719,-0.389346577,-0.425012316,-0.279258969,-0.042737879,0.123517481,0.165382328,0.134209756,0.094809349,0.078585416,0.222506935,0.645696465,0.5716925,-1.35075
103,T-S48_20240306,425.5,5.48,0.0689225,0.102885,0.0953775,0.2024075,0.2760525,0.18654,425.5,0,0,-0.197677633,-0.161016433,-0.491965503,-0.60042032,-0.460410041,0.037866465,-0.325990648,-0.456981692,-0.289038611,-0.359420387,-0.486430821,-0.323365878,-0.153920913,0.040795994,0.19350184,0.140293231,0.099060154,0.084208618,0.218339709,0.66989843,0.55746125,-1.3357075
104,T-S49_20240306,1777,5.58,0.0849,0.13121,0.1137475,0.233125,0.3146625,0.2332625,1777,0,1,-0.214289019,-0.145219547,-0.466079711,-0.575035195,-0.466310455,0.071287876,-0.279728821,-0.411446097,-0.280000549,-0.344153832,-0.468978315,-0.344413706,-0.148848778,-0.000294819,0.148560478,0.173650678,0.122167137,0.105544915,0.268914317,0.64705434,0.6484175,-1.59418
105,T-S50_20240306,5120,6.47,0.0549525,0.0919675,0.088365,0.151395,0.17114,0.12296,5120,1,2,-0.251939831,-0.233136219,-0.467379057,-0.51389365,-0.382252512,0.019976987,-0.244193333,-0.300913125,-0.144199788,-0.262887888,-0.318972659,-0.163705193,-0.061218162,0.10364309,0.163821829,0.127539775,0.090148256,0.071090393,0.157567132,0.597520863,0.42447125,-1.0400825
106,T-S51_20240306,1678,5.11,0.0309175,0.04486,0.0634775,0.2057075,0.112455,0.061195,1678,0,1,-0.18399261,-0.344933524,-0.738679345,-0.568710876,-0.328701316,-0.171847237,-0.641932813,-0.429679306,-0.154023856,-0.52837268,-0.278388018,0.018307967,0.293097081,0.541443036,0.295191477,0.077729098,0.053362915,0.037241899,0.145374951,0.689199733,0.53669875,-1.1258825
107,T-S52_20240306,676.1,6.31,0.0360325,0.0519825,0.068895,0.2114,0.112785,0.0598475,676.1,0,0,-0.18121911,-0.313192442,-0.708748851,-0.515749156,-0.248383396,-0.139914376,-0.605269902,-0.369019983,-0.070329965,-0.508410781,-0.2415786,0.070275938,0.304193593,0.558724044,0.306648516,0.086305859,0.059844251,0.043278857,0.159505051,0.693165969,0.55449125,-1.1791225
108,T-S53_20240306,488.2,6.82,0.04079,0.0690875,0.0803075,0.1940475,0.111135,0.0620475,488.2,0,0,-0.257536802,-0.326327959,-0.652610848,-0.463024519,-0.206709615,-0.075102915,-0.474889315,-0.233308827,0.053685134,-0.414572361,-0.161027463,0.128270872,0.271681699,0.515433726,0.283443766,0.105935722,0.074486538,0.053085583,0.166936546,0.590410711,0.5196625,-1.15506
109,T-S54_20240306,3040,8.25,0.051845,0.07841,0.0802525,0.1665475,0.17191,0.1087425,3040,1,2,-0.203946106,-0.21504949,-0.525212633,-0.536591361,-0.354308399,-0.0116127,-0.359807314,-0.373521892,-0.16207371,-0.349655592,-0.363485847,-0.150744729,-0.015843939,0.209978568,0.225073712,0.112198894,0.079325901,0.063758658,0.162723772,0.661203928,0.45557375,-1.0642825
111,T-S56_20240307,3521,4.58,0.061965,0.1007675,0.1003275,0.1497175,0.1851375,0.1167175,3521,1,2,-0.238443458,-0.236378761,-0.414547731,-0.498467235,-0.306423405,0.002188021,-0.195420883,-0.295098022,-0.073338391,-0.197524446,-0.297094215,-0.075514294,-0.105777127,0.123857601,0.226665121,0.142195979,0.100547259,0.079019353,0.150374107,0.614930409,0.4246775,-1.05177
112,T-S57_20240307,1242,6.1,0.0417525,0.0751925,0.07907,0.174385,0.12637,0.0691975,1242,0,0,-0.285946385,-0.308862174,-0.613648719,-0.503308599,-0.247363677,-0.025135726,-0.397441676,-0.253903876,0.041519496,-0.376062812,-0.230237539,0.066585732,0.159648219,0.43183521,0.292341519,0.109114513,0.07710688,0.056031017,0.165833364,0.555274795,0.47355875,-1.0897475
113,T-S58_20240307,1329,7.13,0.044145,0.07852,0.0822325,0.168995,0.1463625,0.073515,1329,0,0,-0.280234786,-0.301378806,-0.585765225,-0.536553679,-0.249617542,-0.023094509,-0.365533402,-0.301679766,0.032920051,-0.34535431,-0.280539819,0.055972006,0.071767756,0.393715723,0.331309479,0.113699492,0.080354813,0.058874998,0.161365487,0.562213449,0.4617475,-1.07311
