,Iteration,Model_Type,R2_Train,R2_Test,RMSE_Train,RMSE_Test,CI_Lower_Test,CI_Upper_Test
178,18,RandomForest,0.722919315,0.49183699,919.5127462,1215.343888,1297.538159,2228.779773
179,18,Bagging,0.739491162,0.522138026,891.591376,1178.552391,1347.167702,2252.764392
180,18,ANN,-6.527225489,-20.9041873,4792.610015,7979.234508,-23.75841723,6069.769929
181,19,Lasso,0.424292153,0.321657812,1341.2976,1353.323123,1029.202418,2072.665833
182,19,Ridge,0.361767532,0.27008637,1412.256297,1403.824524,1035.236244,2117.998848
183,19,Log-Linear,-0.245538922,0.044745831,1972.889334,1605.966786,717.1092653,1939.603107
184,19,OLS,0.542110706,0.221365774,1196.201431,1449.919308,1112.873756,2229.354719
185,19,Quadratic_all,0.684892227,-1.80422195,992.324311,2751.587199,499.9481095,2622.198422
186,19,Quadratic_correlated,0.580520788,0.154186022,1144.930948,1511.174155,1053.45227,2218.444771
187,19,Stepwise,0.527358705,0.128575912,1215.31793,1533.881708,1038.385908,2221.044635
188,19,RandomForest,0.756866635,0.241844849,871.6584687,1430.724892,1061.39872,2164.763538
189,19,Bagging,0.769888673,0.215663747,847.9945713,1455.218586,1022.112507,2144.543669
190,19,ANN,-6.002714326,-387.4652441,4677.968337,32385.69135,-16538.26024,8031.808313
191,20,Lasso,0.356234205,0.420027028,1401.507058,1313.711032,1135.331732,2144.517876
192,20,Ridge,0.328089927,0.389246938,1431.815027,1348.120758,1105.518292,2140.104815
193,20,Log-Linear,-0.336391195,0.606677412,2019.287435,1081.85838,1109.369048,1922.682664
194,20,OLS,0.48057419,0.587823436,1258.905418,1107.484399,1263.786001,2116.40004
195,20,Quadratic_all,0.630716211,-0.68975806,1061.479134,2242.374948,689.7395778,2411.924223
196,20,Quadratic_correlated,0.532030811,0.486456869,1194.923137,1236.187739,1064.539914,2002.15382
197,20,Stepwise,0.472257955,0.584347802,1268.943215,1112.143967,1248.739787,2104.248246
198,20,RandomForest,0.723476058,0.59780573,918.5392305,1093.991402,1202.28719,2039.444719
199,20,Bagging,0.73860513,0.612284522,893.0584221,1074.119346,1207.766528,2029.235321
200,20,ANN,-6.765554273,-39.02084079,4867.630119,10912.87231,-7760.746581,-732.1301349
201,21,Lasso,0.31381041,0.535862299,1414.294122,1278.131121,1168.639286,2153.998921
202,21,Ridge,0.283454299,0.482600377,1445.238829,1349.475611,1114.12682,2153.697909
203,21,Log-Linear,-0.379453388,0.549510359,2005.2623,1259.199059,1053.652191,2016.376677
204,21,OLS,0.444495641,0.679810626,1272.510602,1061.586639,1520.965846,2321.999048
205,21,Quadratic_all,0.544336049,0.576734869,1152.497547,1220.557468,1689.560992,2570.973274
206,21,Quadratic_correlated,0.482501992,0.645903119,1228.208264,1116.382543,1633.246917,2453.003075
207,21,Stepwise,0.412015937,0.600222047,1309.183283,1186.209523,1378.86676,2288.121452
208,21,RandomForest,0.685047013,0.745816879,958.1655228,945.8566897,1448.414936,2173.080339
209,21,Bagging,0.699729345,0.75937195,935.5653296,920.2908661,1451.311357,2156.722379
210,21,ANN,-6.722470748,-92.86444523,4744.558543,18176.17707,-12011.82521,829.9784859
211,22,Lasso,0.380006152,0.364812395,1404.965574,1248.08396,1025.624364,1988.287441
212,22,Ridge,0.336253816,0.330878568,1453.694044,1280.9886,1053.812763,2041.464198
213,22,Log-Linear,-0.447173761,0.18610863,2146.507114,1412.784808,526.5559268,1553.898126
214,22,OLS,0.524513815,0.397644694,1230.384763,1215.399812,972.1866234,1908.035812
215,22,Quadratic_all,0.634551602,0.085361396,1078.661117,1497.674924,927.2898054,2082.461945
216,22,Quadratic_correlated,0.571168173,0.299485221,1168.464433,1310.694406,836.5648275,1838.606801
217,22,Stepwise,0.510383555,0.368398886,1248.532899,1244.555413,956.2431237,1914.399463
218,22,RandomForest,0.759096007,0.343977601,875.7779195,1268.388012,774.2947892,1732.158447
219,22,Bagging,0.773618779,0.331480474,848.9697014,1280.412316,739.5230525,1701.301979
