"","Iteration","Model_Type","R2_Train","R2_Test","RMSE_Train","RMSE_Test","CI_Lower_Test","CI_Upper_Test"
"1",1,"Lasso",0.349191611879842,0.535827257173663,1465.5240041429,960.190135065567,1068.53682654927,1808.46843549829
"2",1,"Ridge",0.318438435132921,0.487970070432569,1499.75013955254,1008.47490663049,1113.1651844067,1890.82819619931
"3",1,"Log-Linear",-0.356535133879063,0.313625462688967,2115.83544614992,1167.61053439073,669.59510035541,1519.85089504948
"4",1,"OLS",0.499301987649567,0.51972028294805,1285.44736691628,976.707551887696,1091.88302847799,1845.18596193546
"5",1,"Quadratic_all",0.573321218106197,0.433206004261108,1186.63427547886,1061.03581369122,951.67452553009,1764.69095481878
"6",1,"Quadratic_correlated",0.5281539009084,0.491981591791332,1247.86197142412,1004.51666778069,999.832792853606,1771.22669257917
"7",1,"Stepwise",0.478926267271526,0.439195984410644,1311.34195376893,1055.4143140242,1125.75315527088,1938.79934681292
"8",1,"RandomForest",0.714705429075969,0.697289677758522,970.315835149981,775.409357755781,1239.903125941,1836.28758334879
"9",1,"Bagging",0.726782020917208,0.690915807260702,949.556919044862,783.530343783464,1245.93840062299,1848.05145404095
"10",1,"ANN",-6.07010515222841,-59.3700875054074,4830.35780351716,10950.3581896107,-2071.00117761371,6359.62714064522
"11",2,"Lasso",0.376551905792923,0.429259768361314,1351.9190061247,1403.18426251007,1091.22163354233,2171.99926905738
"12",2,"Ridge",0.314377149569563,0.370774920825842,1417.72880879587,1473.32471314661,1054.68804629908,2189.9780867008
"13",2,"Log-Linear",-0.356207833332475,0.258705745420756,1993.94716840875,1599.15580411108,645.702345737692,1856.34001160159
"14",2,"OLS",0.480416883859479,0.565270511978207,1234.17867453025,1224.63033058884,1232.77824497554,2170.75237270585
"15",2,"Quadratic_all",0.553811834566855,0.580455654723194,1143.69321940389,1203.05199487589,1345.07924972047,2253.9933957738
"16",2,"Quadratic_correlated",0.528885224627128,0.526909745461288,1175.20568954357,1277.5192782956,1185.09152969891,2166.21939184822
"17",2,"Stepwise",0.448897904546494,0.505160502865773,1271.06146985372,1306.55483090462,1270.51608225617,2265.10551510608
"18",2,"RandomForest",0.704635739152062,0.554064685004275,930.528105524305,1240.31328378473,1033.9880953948,1990.02813182695
"19",2,"Bagging",0.72941340989376,0.566245647947855,890.642997508753,1223.25608346176,1042.1474265081,1985.06687160053
"20",2,"ANN",-6.10011445165375,-36.988643681299,4562.29325653167,11447.8084938717,-6470.86786860181,1838.19511359895
"21",3,"Lasso",0.369672548246181,0.361128846544011,1356.00654320685,1484.26167496859,1174.29728874187,2314.72802724286
"22",3,"Ridge",0.324194018669355,0.304111055489316,1404.07300603142,1549.07984221979,1129.03614124605,2318.17818870616
"23",3,"Log-Linear",-0.169102294194239,-0.0563764844196661,1846.73649036596,1908.59242848947,624.800216314148,2035.79459908692
"24",3,"OLS",0.516047848751885,0.429878757989461,1188.17356736531,1402.12730043159,1216.79532401188,2294.3769786056
"25",3,"Quadratic_all",0.601195493350727,0.366513413999598,1078.59574569935,1477.99357358144,1119.48269398472,2250.04119888289
"26",3,"Quadratic_correlated",0.547106501030578,0.412185422002413,1149.41462204945,1423.7181132617,1172.15401614956,2263.61893793188
"27",3,"Stepwise",0.499087598981255,0.428727519392243,1208.81423630019,1403.54223544403,1218.9834927896,2297.84385572585
"28",3,"RandomForest",0.708691175261972,0.636591077343016,921.839885279618,1119.44207780497,1321.80165002369,2179.95646947029
"29",3,"Bagging",0.728542822458941,0.631885973833806,889.875682231971,1126.66555467841,1352.38958696872,2218.68640307986
"30",3,"ANN",-6.74389395471341,-24.0387686791087,4752.8966719769,9292.02389837629,-1496.70375782331,5668.54290362861
"31",4,"Lasso",0.385959371894988,0.323444599709014,1419.49915072954,1189.75329931928,1205.37378947692,2122.53075119442
"32",4,"Ridge",0.353026179704806,0.261506946957741,1457.06839158836,1243.02093323587,1175.97713101381,2134.43644769913
"33",4,"Log-Linear",-0.782757821627275,0.0107566695581348,2418.70419955878,1438.65546830349,674.236709929869,1735.82579639263
"34",4,"OLS",0.526308177463166,0.265601741373008,1246.76478511447,1239.56999322988,882.836617615294,1815.13018379385
"35",4,"Quadratic_all",0.625754635502733,-0.0512232284016325,1108.19145801751,1483.03947034675,771.571121252275,1893.14685121183
"36",4,"Quadratic_correlated",0.562971773304453,0.196332473388616,1197.54358150558,1296.71174808011,1055.13505956133,2053.87885768083
"37",4,"Stepwise",0.520703645348246,0.205975719772115,1254.11870795576,1288.90861570981,777.36222940542,1729.5813217194
"38",4,"RandomForest",0.757481272117294,0.108077838358273,892.091135994368,1366.05665959861,1194.55185526762,2245.59981051081
"39",4,"Bagging",0.777920727356825,0.0875978406926249,853.67113425195,1381.65110136965,1263.10346807584,2320.87768593836
"40",4,"ANN",-5.83719669595811,-16.7538794286444,4736.69717499466,6094.69347798974,-1579.14140992207,3072.87661202376
"41",5,"Lasso",0.406178762506117,0.41852780283759,1358.9694323892,1262.0374964233,965.854620170654,1938.34441176786
"42",5,"Ridge",0.333590539346581,0.333948237351249,1439.63501888442,1350.7089340109,1002.22399896667,2043.9807449008
"43",5,"Log-Linear",-0.00734260798513708,0.0933830126387917,1769.98842899934,1575.86753135769,343.408138770411,1466.51190456681
"44",5,"OLS",0.505575024254695,0.465902754772687,1240.0295248845,1209.53363668376,884.481082829514,1809.13520146258
"45",5,"Quadratic_all",0.598290202393833,0.375320912295375,1117.73290775309,1308.08590228781,786.15082677384,1780.13571383484
"46",5,"Quadratic_correlated",0.532973544633702,0.490523062396856,1205.18180548584,1181.32677184133,788.421769982001,1674.34169521287
"47",5,"Stepwise",0.499180763197725,0.432154636293487,1248.02224492185,1247.16186729299,889.792442482112,1845.68199524287
"48",5,"RandomForest",0.739609443994313,0.459482262903482,899.900389476195,1216.78194362959,1027.86004507229,1966.35027693607
"49",5,"Bagging",0.754243394658855,0.436820984705474,874.247552250158,1242.02693304618,1029.73000353547,1987.72665087783
"50",5,"ANN",-6.57750897651432,-16.6991049601114,4854.50614385729,6962.79219501165,-1533.73339750409,3829.62025201845
"51",6,"Lasso",0.365250457703471,0.132701574943163,1423.44834165092,1223.11522765779,1091.45636455356,1908.31988669658
"52",6,"Ridge",0.324051190163032,0.0844274308361782,1468.91753926554,1256.69382342117,1141.64139772687,1964.15943830004
"53",6,"Log-Linear",-0.3490458015096,0.0972156936725525,2075.17085813678,1247.88652374662,493.381320012377,1453.63489397226
"54",6,"OLS",0.504062342458927,0.250638874795696,1258.21267477936,1136.91677357343,810.1957707892,1646.85719008868
"55",6,"Quadratic_all",0.584145858618187,-0.827344551485355,1152.15531611372,1775.3881449406,419.694039199327,1779.32786831132
"56",6,"Quadratic_correlated",0.52810843236154,0.271903431867113,1227.33076614152,1120.66958740437,888.408912987507,1694.79349387973
"57",6,"Stepwise",0.49211031456856,0.186438547577228,1273.28378681891,1184.61785919904,740.65334418645,1625.56082724058
"58",6,"RandomForest",0.701523680195295,0.554222196945051,976.102563218793,876.884339599904,1191.16440540011,1709.97302071469
"59",6,"Bagging",0.713066246929784,0.532235216075588,957.042737672698,898.24923392511,1169.42558152698,1714.73663991031
"60",6,"ANN",-6.08268600813892,-20.7204744661646,4754.87940933032,6120.93472580407,-4260.06221850943,-196.564369942028
"61",7,"Lasso",0.327453939894043,0.503131147569251,1437.17099405073,1203.09692577619,1031.57700659279,1948.69473478434
"62",7,"Ridge",0.30904610382029,0.437757574924943,1456.70617769358,1279.79832443543,1015.81607291953,1994.35302240093
"63",7,"Log-Linear",0.170626984856867,-19.5491853319133,1595.96137839877,7737.07907071167,-484.25606518113,5450.72323121527
"64",7,"OLS",0.523713350561372,0.226501869820605,1209.43248948793,1501.0991008639,768.882064328131,1896.44918169974
"65",7,"Quadratic_all",0.563708373411487,0.215345673326873,1157.53962289138,1511.88555488038,579.06008053199,1664.80281752088
"66",7,"Quadratic_correlated",0.519872417330274,0.382504268595174,1214.29932924688,1341.2097769088,819.29323712093,1816.77834242928
"67",7,"Stepwise",0.507731539431479,0.103207900408142,1229.55633788923,1616.31356407566,612.562108121558,1806.79893947219
"68",7,"RandomForest",0.700072522677821,0.646823418772498,959.744328355084,1014.32161390072,1069.58328655862,1832.9202101277
"69",7,"Bagging",0.725708172998509,0.62638933536118,917.812272577533,1043.25232922183,1026.46179821062,1806.30109541764
"70",7,"ANN",-6.68284369191222,-13.3907098267956,4857.45097116523,6474.71771562638,-1134.85977622025,3853.31311899002
"71",8,"Lasso",0.435000861285027,0.231926834676407,1352.15025698973,1317.34004105444,1456.95585406071,2426.80708138548
"72",8,"Ridge",0.361658405431992,0.17135154794535,1437.2345018574,1368.30135869899,1416.22046875428,2431.26665236819
"73",8,"Log-Linear",-0.497355649683642,-0.180272601834304,2201.22048064639,1633.00592089623,767.799763249039,2021.73388080255
"74",8,"OLS",0.545564214477895,0.245662872576571,1212.65517342883,1305.50740129382,1335.49863561034,2319.30005036614
"75",8,"Quadratic_all",0.639379559729123,0.0316736165642258,1080.25486727028,1479.13386014056,1212.82596522778,2340.13691388805
"76",8,"Quadratic_correlated",0.587183635327444,0.0900441212633476,1155.79154909761,1433.86004793763,1261.86436568926,2349.93265943301
"77",8,"Stepwise",0.535331996090903,0.14128893532517,1226.23143870324,1392.90060158551,1405.12147177702,2440.12280987323
"78",8,"RandomForest",0.783017979247465,-0.149079580519613,837.940027839687,1611.28235086054,1431.84771160519,2619.08286562504
"79",8,"Bagging",0.800596529582651,-0.315689130763235,803.280858825401,1724.14282803313,1395.46538086137,2671.72316485864
