,Iteration,Model_Type,Accuracy_Train,Accuracy_Test,Precision,Recall,F1_Score
81,41,Random Forest,1,0.8,NA,0,NA
82,41,ANN,0.882352941,0.857142857,1,0.333333333,0.5
83,42,Random Forest,1,0.857142857,1,0.333333333,0.5
84,42,ANN,0.826086957,0.857142857,NA,0,NA
85,43,Random Forest,0.985507246,0.733333333,NA,0,NA
86,43,ANN,0.897058824,0.692307692,0,0,NA
87,44,Random Forest,1,0.8125,1,0.25,0.4
88,44,ANN,0.898550725,0.733333333,0.333333333,0.333333333,0.333333333
89,45,Random Forest,1,0.733333333,NA,0,NA
90,45,ANN,0.882352941,0.625,0,0,NA
91,46,Random Forest,0.985507246,0.785714286,0.5,0.333333333,0.4
92,46,ANN,0.923076923,0.769230769,0.5,0.666666667,0.571428571
93,47,Random Forest,0.985507246,0.6875,0,0,NA
94,47,ANN,0.826086957,0.6,0.25,0.25,0.25
95,48,Random Forest,1,0.714285714,0.333333333,0.333333333,0.333333333
96,48,ANN,0.855072464,0.666666667,0.333333333,0.25,0.285714286
97,49,Random Forest,1,0.8,1,0.25,0.4
98,49,ANN,0.807017544,0.818181818,0.5,0.5,0.5
99,50,Random Forest,1,0.857142857,1,0.5,0.666666667
100,50,ANN,0.927536232,0.8125,0.666666667,0.5,0.571428571
101,51,Random Forest,0.985507246,0.8,0.5,0.333333333,0.4
102,51,ANN,0.826086957,0.8125,0.666666667,0.5,0.571428571
103,52,Random Forest,1,0.8,1,0.25,0.4
104,52,ANN,0.855072464,0.714285714,0,0,NA
105,53,Random Forest,1,0.785714286,0.5,0.333333333,0.4
106,53,ANN,0.797101449,0.692307692,0,0,NA
107,54,Random Forest,0.971014493,0.6875,0,0,NA
108,54,ANN,0.867647059,0.6875,0.333333333,0.25,0.285714286
109,55,Random Forest,1,0.8,1,0.25,0.4
110,55,ANN,0.970149254,0.933333333,1,0.666666667,0.8
111,56,Random Forest,1,0.5,0,0,NA
112,56,ANN,0.884057971,0.6,0,0,NA
113,57,Random Forest,0.985507246,0.8125,1,0.25,0.4
114,57,ANN,0.826086957,0.6875,0.333333333,0.25,0.285714286
115,58,Random Forest,1,0.8,1,0.25,0.4
116,58,ANN,0.911764706,0.785714286,NA,0,NA
117,59,Random Forest,0.971014493,0.75,0.5,0.25,0.333333333
118,59,ANN,0.955223881,0.785714286,0.5,0.666666667,0.571428571
119,60,Random Forest,1,0.8125,0.666666667,0.5,0.571428571
120,60,ANN,0.897058824,0.625,0,0,NA
121,61,Random Forest,1,0.846153846,0.666666667,0.666666667,0.666666667
122,61,ANN,0.838235294,0.769230769,0.5,0.333333333,0.4
123,62,Random Forest,1,0.733333333,0,0,NA
124,62,ANN,0.898550725,0.666666667,0.333333333,0.25,0.285714286
125,63,Random Forest,1,0.733333333,0,0,NA
126,63,ANN,0.898550725,0.785714286,0.333333333,0.5,0.4
127,64,Random Forest,0.971014493,0.6875,0,0,NA
128,64,ANN,0.867647059,0.5625,0.2,0.25,0.222222222
129,65,Random Forest,1,0.733333333,0.5,0.5,0.5
130,65,ANN,0.941176471,0.857142857,1,0.5,0.666666667
131,66,Random Forest,0.985507246,0.8125,0.666666667,0.5,0.571428571
132,66,ANN,0.927536232,0.533333333,0.285714286,0.5,0.363636364
133,67,Random Forest,1,0.8125,1,0.25,0.4
134,67,ANN,0.910447761,0.714285714,0,0,NA
135,68,Random Forest,1,0.785714286,NA,0,NA
136,68,ANN,0.895522388,0.583333333,0.333333333,0.666666667,0.444444444
137,69,Random Forest,0.971014493,0.8,NA,0,NA
138,69,ANN,0.927536232,0.666666667,0,0,NA
139,70,Random Forest,0.985507246,0.733333333,0.5,0.5,0.5
140,70,ANN,0.797101449,0.714285714,0.333333333,0.333333333,0.333333333
141,71,Random Forest,0.985507246,0.666666667,0.333333333,0.25,0.285714286
142,71,ANN,0.955882353,0.6,0.25,0.25,0.25
143,72,Random Forest,0.985507246,0.866666667,1,0.5,0.666666667
144,72,ANN,0.941176471,0.625,0.25,0.25,0.25
145,73,Random Forest,1,0.857142857,1,0.333333333,0.5
146,73,ANN,0.926470588,0.666666667,0,0,NA
147,74,Random Forest,0.971014493,0.6875,0.333333333,0.25,0.285714286
148,74,ANN,0.926470588,0.785714286,0.5,0.333333333,0.4
149,75,Random Forest,0.985507246,0.8,0.5,0.333333333,0.4
150,75,ANN,0.927536232,0.642857143,0.25,0.333333333,0.285714286
151,76,Random Forest,1,0.75,0.5,0.5,0.5
152,76,ANN,0.820895522,0.733333333,0.333333333,0.333333333,0.333333333
153,77,Random Forest,1,0.8125,1,0.25,0.4
154,77,ANN,0.867647059,0.8,NA,0,NA
155,78,Random Forest,0.985507246,0.8125,1,0.25,0.4
156,78,ANN,0.911764706,0.6875,0.333333333,0.25,0.285714286
157,79,Random Forest,1,0.75,NA,0,NA
158,79,ANN,0.855072464,0.6875,0,0,NA
159,80,Random Forest,0.985507246,0.75,0.5,0.5,0.5
160,80,ANN,0.838235294,0.416666667,0.166666667,0.333333333,0.222222222
161,81,Random Forest,1,0.692307692,0,0,NA
162,81,ANN,0.897058824,0.692307692,0,0,NA
163,82,Random Forest,0.985507246,0.6875,0,0,NA
164,82,ANN,0.884057971,0.75,0,0,NA
165,83,Random Forest,1,0.866666667,1,0.333333333,0.5
166,83,ANN,0.884057971,0.75,0.5,0.25,0.333333333
167,84,Random Forest,0.985507246,0.75,0.5,0.25,0.333333333
168,84,ANN,0.84057971,0.714285714,0.333333333,0.333333333,0.333333333
169,85,Random Forest,0.985507246,0.8,0.5,0.333333333,0.4
170,85,ANN,0.882352941,0.75,NA,0,NA
171,86,Random Forest,1,0.666666667,0.333333333,0.25,0.285714286
172,86,ANN,0.956521739,0.466666667,0,0,NA
173,87,Random Forest,1,0.733333333,0.5,0.25,0.333333333
174,87,ANN,0.84057971,0.75,NA,0,NA
175,88,Random Forest,1,0.875,1,0.5,0.666666667
176,88,ANN,0.927536232,0.75,0.5,0.5,0.5
177,89,Random Forest,1,0.692307692,0,0,NA
178,89,ANN,0.855072464,0.933333333,1,0.666666667,0.8
179,90,Random Forest,0.971014493,0.8,1,0.25,0.4
180,90,ANN,0.803030303,0.75,NA,0,NA
181,91,Random Forest,0.985507246,0.875,1,0.5,0.666666667
182,91,ANN,0.882352941,0.866666667,1,0.333333333,0.5
183,92,Random Forest,0.985507246,0.733333333,NA,0,NA
184,92,ANN,0.850746269,0.571428571,0,0,NA
185,93,Random Forest,1,0.733333333,0.5,0.25,0.333333333
186,93,ANN,0.882352941,0.714285714,0.5,0.25,0.333333333
187,94,Random Forest,1,0.8,NA,0,NA
188,94,ANN,0.898550725,0.6,0.285714286,0.666666667,0.4
189,95,Random Forest,1,0.733333333,0,0,NA
190,95,ANN,0.882352941,0.733333333,0.333333333,0.333333333,0.333333333
191,96,Random Forest,1,0.733333333,0.4,0.666666667,0.5
192,96,ANN,0.898550725,0.733333333,0.333333333,0.333333333,0.333333333
193,97,Random Forest,1,0.6875,0,0,NA
194,97,ANN,0.898550725,0.6,0.333333333,0.5,0.4
195,98,Random Forest,0.985507246,0.733333333,NA,0,NA
196,98,ANN,0.882352941,0.857142857,1,0.333333333,0.5
197,99,Random Forest,1,0.75,NA,0,NA
198,99,ANN,0.84057971,0.75,0.5,0.25,0.333333333
199,100,Random Forest,0.985507246,0.666666667,0,0,NA
200,100,ANN,0.897058824,0.533333333,0.2,0.25,0.222222222
